artistName,resourceType,typeOfVideo,videoUrl,resourceId,title,description,commentCount,likeCount,dislikeCount,viewCount,channelId
ABBA,video,live,https://www.youtube.com/watch?v=UthSjhJFB_4,UthSjhJFB_4,ABBA : Gimme! Gimme! Gimme!  - Live '79,Hot live version from 1979 from 'ABBA In Concert'      Gimme! Gimme! Gimme! (A Man After Midnight)    Half past twelve   And I'm watching the late show in my flat all alone   How I hate to spend the evening on my own   Autumn winds   Blowing outside my window as I look around the room   And it makes me so depressed to see the gloom   There's not a soul out there   No one to hear my prayer     Gimme gimme gimme a man after midnight   Won't somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day     Movie stars   Find the end of the rainbow- with a fortune to win   It's so different from the world I'm living in   Tired of T.V.   I open the window and I gaze into the night   But there's nothing there to see- no one in sight   There's not a soul out there   No one to hear my prayer     Gimme gimme gimme a man after midnight   Won't somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day     Gimme gimme gimme a man after midnight...   Gimme gimme gimme a man after midnight...     There's not a soul out there   No one to hear my prayer     Gimme gimme gimme a man after midnight   Won't somebody help me chase the shadows away   Gimme gimme gimme a man after midnight   Take me through the darkness to the break of the day   Gimme gimme gimme a man after midnight   Gimme gimme gimme a man after midnight,467,3743,114,1613593,null
AC/DC,video,studio,https://www.youtube.com/watch?v=XYFdldfYEJk,XYFdldfYEJk,ACDC  Thunderstruck  Official Music Video!,solo la mejor musica por alfa vaquero exelente video de acdc.,1384,13296,930,4704438,null
AC/DC,video,live,https://www.youtube.com/watch?v=3tOKYFR4Rzg,HvrvuwKbQos,AC/DC - Hells Bells (Live At River Plate 2009),Music video by AC/DC performing Hells Bells. (Live At River Plate 2009)(C) 2011 Leidseplein Presse B.V.,1856,21602,410,5432563,null
AWOLNATION,video,studio,https://www.youtube.com/watch?v=XcClvRt9g2Q,XcClvRt9g2Q,AWOLNATION - Burn It Down (Official Video),"The official video for ""Burn It Down"" by AWOLNATION Featuring cameos by Samantha Ronson and Willa Ford Megalithic Symphony available now: http://smarturl.it/megalithicsymphony  Learn more at:  http://awolnationmusic.com http://www.facebook.com/awolnation http://twitter.com/awolnation  Lyrics:  If you're feeling like I feel then run your life like it's a dance floor and if you need a little heat in your face- that's what I'm here for if you're chilling in the dark and you're looking through a telescope you will see me sipping on the soul of a new hope  So burn it down Burn it down baby baby burn it down  if you're feeling like i feel throw your fist through the ceiling some people call it crazy well i call it healing if you need love turn around- do the helecopter if you're sick- baby girl i would love to be your doctor  Bo burn it down Burn it down baby baby burn it down  Looking through a window made of time- would you have the courage not to lie Looking down the barrel of today- would that make you turn around and stay Looking through a window made of time- would you have the courage not to lie  So burn it down Burn it down baby baby burn it down  ©Red Bull Records http://redbullrecords.com",843,8092,268,1565768,null
AWOLNATION,video,live,https://www.youtube.com/watch?v=B9nnZEfh9es,B9nnZEfh9es,Awolnation - Sail (Live) HD,Awolnation performs Sail.,502,3432,346,572752,null
Aaliyah,video,studio,https://www.youtube.com/watch?v=J9zc7f0jedM,J9zc7f0jedM,Aaliyah - Are You That Somebody (Official) HD,Are You That Somebody was recorded for the Dr. Dolittle sountrack.  Aaliyah received a Best Female R&B Vocal Performance Grammy Award nomination for the single.,687,5971,105,948357,null
Aaliyah,video,live,https://www.youtube.com/watch?v=tK7an4bzR2I,tK7an4bzR2I,Aaliyah - Try Again - Live Vocals - On TOTP (Remastered 2013),Audio - Video Remastred,69,486,1,55865,null
Aaron Hall,video,studio,https://www.youtube.com/watch?v=MkEATnHMYIs,MkEATnHMYIs,Aaron Hall - I Miss You,Music video by Aaron Hall performing I Miss You. (C) 1994 Silas Records,3121,28117,553,5257608,null
Aaron Hall,video,live,https://www.youtube.com/watch?v=V7kTIKj78m0,V7kTIKj78m0,Aaron Hall - Let's chill (live),Description,1,8,0,1193,null
Aaron Neville,video,studio,https://www.youtube.com/watch?v=bKAJs8waYd4,bKAJs8waYd4,AARON NEVILLE - Everybody Plays The Fool ( 1991 ),AARON NEVILLE - Everybody Plays The Fool___From The Album ''Warm Your Heart'' [1991],73,548,6,96611,null
Aaron Neville,video,live,https://www.youtube.com/watch?v=RvTvSSztu50,RvTvSSztu50,Linda Ronstadt & Aaron Neville   Don't Know Much live 1990,,218,1799,40,369558,null
Ace,video,studio,https://www.youtube.com/watch?v=hZ2ZNCip9YM,jPXtuCDp47s,Ace - How Long,Ace - How Long :),344,2391,46,549889,null
Ace,video,live,https://www.youtube.com/watch?v=wAVl_IJV5eI,wAVl_IJV5eI,Ace - How Long (Has This Been Going On)  - Live,Rare performance from Jan.- 1977.  *Song meaning sites* listed------   http://www.heraldscotland.com/arts-ents/music/how-long-has-this-been-going-on-forty-years.23036501  http://www.songfacts.com/detail.php?id=4064  http://kearth101.cbslocal.com/2010/11/10/did-you-know-aces-how-long/  http://en.wikipedia.org/wiki/How_Long_%28Ace_song%29,411,3262,63,820365,null
Ace Hood,video,studio,https://www.youtube.com/watch?v=2mnFVHot3wM,2mnFVHot3wM,Ace Hood - Have Mercy [Official Video],More New Music: http://OnlyVibe.com http://facebook.com/PlaceForMusic  Ace Hood - Have Mercy [Official Video]  Ace Hood - Have Mercy Ace Hood - Have Mercy Ace Hood - Have Mercy Ace Hood - Have Mercy Ace Hood - Have Mercy,2102,14515,715,3841330,null
Ace Hood,video,live,https://www.youtube.com/watch?v=Xjsy3QvsUgk,Xjsy3QvsUgk,"Ace Hood Live In Germany Performin ""Bugatti"" (HD)","CheckOut We The Best Music Group/Hood Nation's Own ACE HOOD Live In Germany @Club Index In Schuettorf At The Black Music Festival June 6th 2o14 Tearin This Stage Down w/His Smash Joint ""Bugatti"" feat. Future- Dj Khaled & Rick Ross ! Very Humble Dude And A Great N Packed Show ! For More Videos- My Pic w/ ACE HOOD- Drops- Grafs- Pics & International Booking Informations From Your Favorite Urban Artists Visit www.mirkokrazytoons.com",2,73,3,18359,null
Ace Of Base,video,studio,https://www.youtube.com/watch?v=INi7srItF6g,INi7srItF6g,Ace of Base - Don't Turn Around (Official),iTunes: http://www.itunes.com/aceofbase Spotify: http://open.spotify.com/artist/5ksRONqssB7BR161NTtJAm,1051,10112,257,3153229,null
Ace Of Base,video,live,https://www.youtube.com/watch?v=lCeaMEC5oTo,lCeaMEC5oTo,Ace of Base - The Sign (live in France- 1994),Ace of Base - The Sign (live in France- 1994),36,185,7,81073,null
Adam Ant,video,studio,https://www.youtube.com/watch?v=3myAmL-9870,3myAmL-9870,Adam Ant - Cool Zombie - Full Official Video,http://www.adam-ant.com/new-competition-for-2013/  The concept of the video- is the story of Adam's return to London after living in Tennessee. The perfomance was filmed in one day- at Hoxton Hall- a Victorian music hall- in Shoreditch- East London. Produced and Directed by Adam Ant and Adam Ross.,536,1896,88,323418,null
Adam Ant,video,live,https://www.youtube.com/watch?v=obXBhSraP3s,p-3Vdncx8is,Adam Ant - Vive Le Rock (Live Aid),"Here's Adam from Live Aid 1985, a bit out of breath but still every bit the showman!.",300,516,14,197932,null
Adam Lambert,video,studio,https://www.youtube.com/watch?v=wmXQFwlD7vk,wmXQFwlD7vk,Adam Lambert - If I Had You (Official Video),"Official music video for Adam Lambertês _If I Had Youê   Follow Adam Lambert on Spotify: http://smarturl.it/AdamLambertSpotify Click here to buy the album ""For Your Entertainment"": http://smarturl.it/adamlambert Click here to buy the track: http://smarturl.it/ifihadyou Click here to subscribe: http://smarturl.it/ALVEVO  ----------------------  More from Adam Lambert:   Adam Lambert - Whataya Want From Me: Adam Lambert - Whataya Want from Me Adam Lambert _ For Your Entertainment: Adam Lambert - For Your Entertainment Adam Lambert _ Never Close Our Eyes: Adam Lambert - Never Close Our Eyes  ----------------------  Follow Adam Lambert:    Website: www.adamofficial.com Facebook:  https://www.facebook.com/AdamLambert Twitter: https://twitter.com/adamlambert  ----------------------  Lyrics: So I got my boots on- got the right 'mount of leather And I'm doing me up with a black color liner And I'm workin' my strut but I know it don't matter All we need in this world is some love There's a thin line 'tween the dark side and the light side baby tonight It's a struggle gotta rumble trying to find it But if I had you- that would be the only thing I'd ever need Yeah if I had you- then money- fame and fortune never could compete If I had you- life would be a party it'd be ecstasy Yeah- if I had you You y-y-y-y-you You y-y-y-y-you You y-y-y-y-you If I had you. From New York to LA getting high rock n' rollin Get a room trash it up 'til it's ten in the morning Girls in stripper heels- boys rolling in Maseratis What they need in this world is some love There's a thin line tween a wild time and a flat line baby tonight It's a struggle- gotta rumble tryin' to find it But if I had you- that would be the only thing I'd ever need Yeah if I had you- then money- fame and fortune never could compete If I had you- life would be a party it'd be ecstasy Yeah- if I had you You y-y-y-y-you You y-y-y-y-you You y-y-y-y-you If I had The flashing of the lights It might feel so good But I've got you stuck on my mind- yeah! The fashion and the stage It might get me high But it don't mean a thing tonight That would be the only thing I'd ever need Yeah- if I had you- then money- fame and fortune never could compete If I had you- life would be a party it'd be ecstasy Yeah- if I had you You-y-y-y-y-you You-y-y-y-y-you You-y-y-y-y-you If I had you That would be the only thing I'd ever need Yeah- if I had you- then money- fame and fortune never could compete (never could compete with you) If I had you- life would be a party it'd be ecstasy (it'd be ecstasy with you) Yeah- if I had you You y-y-y-y-you You y-y-y-y-you You y-y-y-y-you If I had you ----------------------  Music video by Adam Lambert performing If I Had You. (C) 2010 RCA Records- a unit of Sony Music Entertainment",75976,195424,6127,45387991,null
Adam Lambert,video,live,https://www.youtube.com/watch?v=utJ9hU4cjiA,b2cTOpW8yd4,Adam Lambert with QUEEN - Bohemian Rhapsody (Live),"Adam Lambert performing Bohemian Rhapsody with QUEEN LIVE in Kiev, Ukraine (30.06.2012).
I DO NOT OWN THE VIDEO.",1221,3220,303,823166,null
Adele,video,studio,https://www.youtube.com/watch?v=jCya1yiFFP4,jCya1yiFFP4,Adele - Someone like you (OFFICIAL VIDEO LYRICS) HD Live from Brit Awards 2011,"Visit my fashion store: https://www.facebook.com/whimN.Y.1956  If you are interested to see ""Coldplay Mylo Xyloto tour - the best of Torino 24.05.2012 (LIVE) "" click here: http://www.youtube.com/watch?v=ceX5Rl8NOOE  If you want to visit ""Adele - Set fire to the rain"" (OFFICIAL VIDEO) click here: http://www.youtube.com/watch?v=W6Pl7lOAnZg&NR=1  If you want to visit ""Adele - Lovesong"" click here: http://www.youtube.com/watch?v=iqno0rztSd0",28492,268650,7577,102768531,null
Adele,video,live,https://www.youtube.com/watch?v=Mi2cURoOAYY,Mi2cURoOAYY,someone like you- Rolling in the deep - Adele   Live at the Royal Albert Hall,Que lindo DVD de la grande Adele!!! La verdad es una presentaci_n sorprendente.....,613,10359,261,2594074,null
Adina Howard,video,studio,https://www.youtube.com/watch?v=hsEgF1aKCSM,hsEgF1aKCSM,Adina Howard - Freak Like Me (Official Video),Support this Video Share- Comment- Subscribe & Thumps Up  Adina Howard - Freak Like Me,472,5159,96,878483,null
Adina Howard,video,live,https://www.youtube.com/watch?v=n31tICirvZ0,n31tICirvZ0,Adina Howard - Nasty Grind (Live @ Black Repertory Theater) 4-26-14,"Adina Howard performing ""Nasty Grind"" at the Black Repertory Group Theater in Berkeley- CA on April 26th- 2014.",3,28,1,3744,null
Adriano Celentano,video,studio,https://www.youtube.com/watch?v=WcJNkMAQcME,WcJNkMAQcME,Adriano Celentano - Confessa - Official video (with lyrics/parole in descrizione),"ISCRIVITI AL CANALE CLICCANDO QUI: http://goo.gl/EfGd8z  Il video ufficiale di ""Confessa"" di Adriano Celentano  Lyrics:  Su confessa amore mio Io non sono piu il solo- l'unico Hai nascosto nel cuore tuo Una storia irrinunciabile  Io non sono piu il tuo pensiero Non sono piu il tuo amore vero Sono il dolce con fondo amaro Che non mangi piu  Ma perche tu sei un'altra donna Ma perche tu non sei piu tu Ma perche non l'hai detto prima Chi non ama non sar? amato mai  Che ne hai fatto del nostro bene? E' diventato un freddo brivido Le risate- le nostre cene Scene ormai irrecuperabili  Io non sono piu il tuo pensiero Non sono piu il tuo amore vero Sono il dolce con fondo amaro Che non mangi piu  Ma perche tu sei un'altra donna Ma perche tu non sei piu tu Ma perche tu- tu non l'hai detto prima Chi non ama non sar? amato mai  Quando viene la sera E il ricordo pian piano scompare La tristezza nel cuore Apre un vuoto piu grande del mare Piu grande del mare  Ma perche non l'hai detto prima Chi non ama non sar? amato mai  Che ne hai fatto del nostro amore? E' diventato un freddo brivido  Le risate- le nostre cene Scene ormai irrecuperabili  Io non sono piu il tuo pensiero Non sono piu il tuo amore vero Sono il dolce con fondo amaro Che non mangi piu  (strumentale)  (ma perche non l'hai detto prima  Chi non ama non sar? amato mai)  (strumentale)",71,886,13,218367,null
Adriano Celentano,video,live,https://www.youtube.com/watch?v=fnc70nT3DKo,fnc70nT3DKo,Adriano Celentano - Susanna (Live@RAI TV-1987),Adriano Celentano - Susanna Label:Clan Celentano ? Country:Italy Released:1984 Genre:Rock Style:Pop Rock Written-By - Caroline Bogman-Ferdi Lancee-Michele del Prete-Sergio Caputo. Adriano Celentano Real Name:Adriano Celentano Profile:Italian singer- songwriter- actor- director and showman- born 6 January 1938 in Milan- Italy. He is married to Claudia Mori and he is father of Rosalinda Celentano- Rosita Celentano and Giacomo Celentano.,54,698,19,208493,null
Aerosmith,video,studio,https://www.youtube.com/watch?v=zSmOvYzSeaQ,zSmOvYzSeaQ,Aerosmith - Amazing,Music video by Aerosmith performing Amazing.  YouTube view counts pre-VEVO: 3-587-475. (C) 1994 UMG Recordings- Inc.,7824,96166,1839,35399600,null
Aerosmith,video,live,https://www.youtube.com/watch?v=9aASVzd8PhA,hplDR4TPGTM,Aerosmith Sweet Emotion Live Woodstock 94,08.14.94,131,622,26,209482,null
Afrojack,video,studio,https://www.youtube.com/watch?v=q6h0_9Zv7aM,q6h0_9Zv7aM,Afrojack - Rock The House (Official Music Video),The official music video for Afrojack's 'Rock The House'! Subscribe to Spinnin' TV now: http://www.youtube.com/SpinninTV  Download on Beatport: http://bit.ly/ROCKTHEHOUSE  When Afrojack dropped 'Rock The House' at Ultra Music Festival earlier this year- he instantly knew this had to become one of his next singles- and if you'd just listen to it you will understand why! Still sticking to his trademark filthy Dutch electro sounds- Afrojack creates a more melodic buildup to what is one of the most epic drops you've heard in a while. Want to make your audience go crazy like you've never seen before? All you have to do is drop this track- success guaranteed.  David Guetta : 'Full support!' Arty : 'support!'  Laidback Luke : 'Sounding good! Typical Afrojack style' Hardwell : 'Played it at Sensation Amsterdam!' Steve Aoki : 'BOMBS!' Pete Tong : 'Played it in my Essential Selection this weekend!' Nicky Romero: playing every set since a month or 2 - huge track full support!'' Tommy Trash : 'Played it during Miami!' Thomas Gold : 'dope track'  Bingo Players : 'Biggg!' Swanky Tunes : 'Really cool!' Chris Lake : 'Big!'  Danny Howard / BBC Radio 1 : 'Yes- amazing!' Austin Kramer / Sirius XM : Yeah!,12359,168472,4300,34338974,null
Afrojack,video,live,https://www.youtube.com/watch?v=Pd6tOd3RxWU,7-RV3YahoYI,Afrojack Live: Ten Feet Tall & Illuminate @ UMF Miami 2014,"quality over quantity
vocals over melody
festivals over clubs",25,349,7,90004,null
After 7,video,studio,https://www.youtube.com/watch?v=Hpa6f6s23PE,Hpa6f6s23PE,"SEVEN KINGDOMS ""After The Fall""    (Official - Nightmare Records)","Song from Seven Kingdoms ""The Fire is Mine"" Release coming OCT 9- 2012 @iTunes:  http://itunes.apple.com/us/album/the-fire-is-mine/id560383705?ign-mpt=uo%3D4 Order @ Nightmare: http://nightmarerecords.com/NMR/online-store/pgxso-product-details/prx-978/ctx-1 and AMAZON : http://www.amazon.com/The-Fire-Mine-Seven-Kingdoms/dp/B008V0OM2S/ref=sr_1_1?ie=UTF8&qid=1347896479&sr=8-1&keywords=seven+kingdoms  This new offering of SEVEN KINGDOMS shows a great solidification in their sound and direction- they've amped up every aspect from song writing- vocals to production and live performance. This one goes to eleven on all counts including the number of tracks. The vocals of beautiful crystalline melodies of Sabrina Valentine are uniquely set in a furious power/thrash metal attack- blended with epic choirs and the occasional brute growls of the men of S.K.  Shortly after Seven Kingdoms played the opening party at ProgPower USA and was then hand picked by legendary German power metal band- Blind Guardian- as opener for their 2010 North American tour which saw the band playing in front of thousands of metal fans throughout North America- solidifying a foothold in Metal. Seven Kingdoms went on to play several one off's and smaller tours in 2011 ending with the ""Uniting The Powers Of Metal tour"" also receiving endorsements from Engl Amplification and Warwick Basses / Amps.  In May of 2012 the band entered Morrisound Studios to creating a record powerful enough to hang with the best in metal. With Jim Morris at the helm and much more experience gained- Seven Kingdoms created their next melodic power thrash opus  ""A band started for fun- found that hard work and dedication to your craft has it's major pay offs... Seven Kingdoms is carving its own path in metal history creating something genuinely unique- yet undeniably METAL with their latest and greatest album.""  Track Listing:    01. Beyond The Wall    02. After The Fall    03. Forever Brave    04. Flame Of Olympus    05. Symphony Of Stars    06. The Fire Is Mine    07. Kardia    08. Fragile Minds Collapse    09. In The Twisted Twilight    10. A Debt Paid In Steel    11. The King In The North  Seven Kingdoms ""The Fire is Mine"" UPC: 734923006497 Cat#: NMR-565 Genre: Female Fronted Power Metal Release Date: October 9- 2012 Label: Nightmare Records",176,1363,35,456880,null
